id,title,keywords,project,obsoletedBy,isPublic,dataUrl,abstract,attributeName,kingdom,phylum,class,order,family,genus,species,access
doi:10.5063/AA/nuding.7.9,Non-native forest insects and pathogens in the continental US,"c(""Invasive species"", ""introduced species"", ""insects"", ""pathogens"")",Economic impacts of non-native forest pests and pathogens in North America,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FAA%2Fnuding.7.9,"This is a database of 455 nonindigenous forest insect species and 16 pathogen species, compiled from published sources and expert input, with at least one recorded location of establishment in the continental United States.  Species that have gradually expanded their range in a continuous fashion as a result of migration or climate change, and indigenous invaders, i.e. species native to the US introduced into previously uncolonized regions of the US, were excluded.  Species included in our list had to feed on at least one tree species represented in the national Forest Inventory and Analysis (FIA) database maintained by the USDA Forest Service. We excluded insects and pathogens that primarily colonize citrus, shrubs, herbaceous plants, dead or processed wood as well as those that are primarily detritivores, predatory, parasitic, pollinators, aquatic, or that feed only occasionally on trees.","c(""High Impact"", ""SCIENTIFIC NAME"", ""COMMON NAME"", ""ORDER"", ""FAMILY"", ""SubOrder"", ""New_Date"", ""New_GUILD"", ""PHAGY"", ""Date_Known"")",NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5063/F1HX1B2T,OHIBC: Changes in ocean health in British Columbia from 2001 to 2016,"c(""ecosystem-based management"", ""ecosystem services"", ""indicators"", ""coupled social-ecological systems"", ""marine conservation"")",OHIBC: Changes in ocean health in British Columbia from 2001 to 2016,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FF1HX1B2T,"This dataset includes calculated scores, region spatial information, and a zipped repository of all the code necessary to generate the results for the Ocean Health Index British Columbia (OHIBC) project. The study was published in PLOS ONE in January 2020: https://doi.org/10.1371/journal.pone.0227502. Abstract of PLOS ONE publication: Effective management of marine systems requires quantitative tools that can assess the state of the marine social-ecological system and are responsive to management actions and pressures. We applied the Ocean Health Index (OHI) framework to retrospectively assess ocean health in British Columbia annually from 2001 to 2016 for eight goals that represent the values of British Columbia’s coastal communities. We found overall ocean health improved over the study period, from 75 (out of 100) in 2001 to 83 in 2016, with scores for inhabited regions ranging from 68 (North Coast, 2002) to 87 (West Vancouver Island, 2011). Highest-scoring goals were Tourism & Recreation (average 94 over the period) and Habitat Services (100); lowest-scoring goals were Sense of Place (61) and Food Provision (64). Significant increases in scores over the time period occurred for Food Provision (+1.7 per year), Sense of Place (+1.4 per year), and Coastal Livelihoods (+0.6 per year), while Habitat Services (-0.01 per year) and Biodiversity (-0.09 per year) showed modest but statistically significant declines. From the results of our time-series analysis, we used the OHI framework to evaluate impacts of a range of management actions. Despite challenges in data availability, we found evidence for the ability of management to reduce pressures on several goals, suggesting the potential of OHI as a tool for assessing the effectiveness of marine resource management to improve ocean health. Our OHI assessment provides an important comprehensive evaluation of ocean health in British Columbia, and our open and transparent process highlights opportunities for improving accessibility of social and ecological data to inform future assessment and management of ocean health.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5063/F15H7DS3,OS-Prey (Omnibus study of prey) V3,"c(""raptor"", ""diet"", ""predation"", ""bird of prey"", ""hawk"", ""falcon"", ""owl"", ""foraging"", ""predator"", ""prey"")",OS-Prey (Omnibus study of prey),NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FF15H7DS3,"The diet composition of a predator is a direct reflection of its role in a food web, resulting from interactions with prey species. Raptors (including hawks, eagles, owls, and falcons) are ubiquitous predators with diverse diets. We present a database of over 3500 raptor diets, representing 173 raptor species from across the world. The database comprises published records of raptor diets from pellets, prey remains, direct or photographic observations, prey DNA, and raptor gut contents. For each diet, we present the amounts and proportions of consumed prey as well as metadata such as location, habitat, and season.","c(""Data set"", ""Study"", ""Journal"", ""Raptor order"", ""Raptor family"", ""Raptor genus"", ""Raptor scientific name"", ""Raptor common name"", ""Continent"", ""Country"", ""Latitude (decimal degree)"", ""Longitude (decimal degree)"", ""Riparian/Lake"", ""Woodland/Forest/Rainforest"", ""Orchard/Plantation Forest"", ""Pasture (grazed land)"", ""Prairie/Grassland/Meadow"", ""Scrub/Shrub/Heath"", ""Urban"", ""Agriculture"", ""Wetland/Marsh/Floodplain"", ""Desert"", ""Tundra"", ""Coastal/Beach/Island"", ""Breeding season"", ""Start Quarter"", ""End Quarter"", 
""Pellets"", ""Prey remains"", ""Direct observations"", ""DNA"", ""Stomach/Gullet contents"", ""Photos/ Videos"", ""Num_obs"", ""Notes"", ""Year"", ""PelletNumber"", ""PreyPerPellet"", ""ID level"", ""Prey class (or above)"", ""Prey order"", ""Prey common name"", ""Prey scientific name"", ""Count"", ""Eggs yes?"", ""Percent (out of 100)"")",NULL,NULL,NULL,"c(""Strigiformes"", ""Accipitriformes"", ""Falconiformes"")",NULL,NULL,NULL,NA
doi:10.18739/A2FT8DM5Z,Ocean and Land Colour Instrument (OLCI)/Sentinel-3B L1 Full Resolution Top of Atmosphere Reflectance,Arctic Report Card 2024,Ocean and Land Colour Instrument (OLCI)/Sentinel-3B L1 Full Resolution Top of Atmosphere Reflectance,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.18739%2FA2FT8DM5Z,"The OLCI/Sentinel-3B L1 Full Resolution Top of Atmosphere Reflectance product, S3B_OL_1_EFR is generated from the data aquired by the Ocean and Land Colour Instrument (OLCI) on board European Earth Observation satellite mission, SENTINEL-3. The OLCI is a push-broom imaging spectrometer that measures solar radiation reflected by the Earth at a ground spatial resolution of around 300m, over all surfaces, in 21 spectral bands. OLCI is based on the imaging design of ENVISAT's Medium Resolution Imaging Spectrometer (MERIS). It has a 1270km wide swath.  European Space Agency. 2019-08-01. OLCI/Sentinel-3B L1 Full Resolution Top of Atmosphere Reflectance. Version 1. Archived by National Aeronautics and Space Administration, U.S. Government, NASA/GSFC/SED/ESD/HBSL/BISB/MODAPS. https://www.esa.int/Our_Activities/Observing_the_Earth/Copernicus/Overview3.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.6067:XCV86974J6_meta$v=1410286406436,Original Indian Foods and Food Preparation,"c(""Historic Native American"", ""Utes"", ""OJIBWA"", ""Huron"", ""Assiniboin"", ""Lower Michigan Indians"", ""Ethnohistoric Research"", ""Fauna"", ""Food Resources"", ""Fishing"", ""Hunting and Gathering"", ""Diet"", ""Food Preparation"", ""Cooking Practices"", ""Cooking Utensils"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.6067%3AXCV86974J6_meta%24v%3D1410286406436,"A number of attempts have been made from time to time to publish so-called Indian recipes. This is not one of them. The writer has never seen a true ""recipe"" for any ancient Indian dishes, but only descriptions of white foods adapted to Indian tastes, or visa-versa. Basically a recipe should involve careful measurements, leavening, addition of condiments, etc., all strictly according to rule. It is virtually impossible to find any such rules in ancient Indian cookery. Such methods of food preparation as leaching acorns, hulling and grinding corn or smoke drying meats were indeed processes which had to be learned by the growing girl, but they can scarcely be classified as recipes. A little study soon makes it clear that Indian cooking was done entirely ""by ear"".",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA
doi:10.6085/AA/pisco_intertidal_summary.54.11,PISCO: Intertidal: Coastal Biodiversity Surveys: Point Contact Surveys: Summarized Data,"c(""Ocean"", ""Intertidal Processes"", ""Intertidal Zone"", ""Marine Biology"", ""Marine Invertebrates"", ""Marine Plants"", ""Marine Habitat"", ""Biosphere"", ""Aquatic Habitats"", ""Coastal Habitat"", ""Community Survey Data"", ""Intertidal Data"", ""Intertidal Community Survey Data"", ""Intertidal Coastal Biodiversity Survey"", ""SWAT Survey"", ""PISCO"", ""Temperate Rocky Reef"", ""Intertidal"", ""Point Contact Survey"", ""Percent Cover"", ""Diversity"", ""Abundance"", ""Density"", ""Invertebrate"", ""Algae"", ""Alaska"", ""British Columbia"", ""Canada"", 
""Washington"", ""Oregon"", ""California"", ""Baja California"", ""Mexico"", ""Sonora"")",Partnership for Interdisciplinary Studies of Coastal Oceans,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.6085%2FAA%2Fpisco_intertidal_summary.54.11,"Point Contact sampling consists of recording the diversity and abundance of invertebrates and algae along 11 transects of variable length extending from the upper intertidal to the low intertidal. Intertidal surveys are comprised of four components, all sampled along the same transects: (1) point contact estimates of intertidal cover and substrate characteristics, (2) swath transects to estimate the density of seastars and abalone, (3) quadrat sampling to estimate the density of mobile invertebrates, and (4) topography (elevation relative to mean low low water (mllw)). Intertidal coastal biodiversity surveys are conducted throughout the year at sites ranging from Southeast Alaska to Baja California, Mexico. Selected sites are resampled on a 3-5 year cycle. A site is defined as a contiguous rocky bench of at least 30m. The Point Contact summary data include the percent cover of 20 of the most abundant species (or substrate classifications) observed across all sites during the Point Contact Surveys. This percent cover was calculated based on the first point only. The top 10 species were selected based on the total percent cover across sites. Additional species were then added to the selected species, based on regional differences between sites. The percent cover for the resulting 20 species is listed for each site, along with the overall ranking across all sites for each species. If a specific species is not listed for a specific site, that species was not observed on the first point during the Point Contact Surveys conducted at that site.","c(""final_sitename"", ""latitude(dd)"", ""longitude(dd)"", ""survey_rep"", ""year"", ""final_classification"", ""percent_cover"", ""rank_overall"")",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA
doi:10.6085/AA/marine_cbs.3.2,PISCO: Intertidal: Coastal Biodiversity Surveys: Species Presence,"c(""Ocean"", ""Intertidal Processes"", ""Intertidal Zone"", ""Marine Biology"", ""Marine Invertebrates"", ""Marine Plants"", ""Marine Habitat"", ""Biosphere"", ""Aquatic Habitats"", ""Coastal Habitat"", ""Community Survey Data"", ""Intertidal Data"", ""Intertidal Community Survey Data"", ""Intertidal Coastal Biodiversity Survey"", ""SWAT Survey"", ""PISCO"", ""Temperate Rocky Reef"", ""Intertidal"", ""Swath Survey"", ""Density"", ""Mobile Invertebrate"", ""Seastar"", ""Abalone"", ""Alaska"", ""British Columbia"", ""Canada"", ""Washington"", ""Oregon"", 
""California"", ""Baja California"", ""Mexico"", ""Sonora"")",Multi-Agency Rocky Intertidal Network,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.6085%2FAA%2Fmarine_cbs.3.2,"This metadata record documents the species presence for PISCO/MARINe intertidal coastal biodiversity surveys. Intertidal surveys are comprised of four components, all sampled along the same transects: (1) point contact estimates of intertidal cover and substrate characteristics, (2) swath transects to estimate the density of seastars and abalone, (3) quadrat sampling to estimate the density of mobile invertebrates, and (4) topography (elevation relative to mean low low water (mllw)). Intertidal coastal biodiversity surveys are done throughout the year at sites ranging from Southeast Alaska to Baja California, Mexico. Selected sites are resampled on a 3 to 5 year cycle. A site is defined as a contiguous rocky bench of at least 30m.  Species presence data are summarized from all visits to a particular site. Sites that have never had a full survey done have not been included. Please note that sensitive species have been removed from this dataset.","c(""intertidal_sitename"", ""marine_site_code"", ""intertidal_sort_order"", ""latitude"", ""longitude"", ""georegion"", ""bioregion"", ""MPA_region"", ""MPA_name"", ""MPA_designation"", ""County"", ""Island"", ""State_Province"", ""Country"", ""NMS_name"", ""ASBS_name"", ""National_designation"", ""State_Province_designation"", ""County_designation"", ""other_designation"", ""species"", ""WoRMS_AphiaID"", ""presence_flag"")",NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.6067:XCV8448260_meta$v=1553295015089,"POLLEN, PHYTOLITH, STARCH, MACROFLORAL, ELEMENTAL COMPOSITION (XRF), AND ORGANIC RESIDUE (FTIR) ANALYSIS OF A STONE PIPE FROM THE JUNCTION SITE, DkPi-2, ALBERTA","c(""Old Women's Phase"", ""Data Recovery / Excavation"", ""Junction Site"", ""DkPi-2"", ""Pipe"", ""Phytolith Analysis"", ""Macrofloral Analysis"", ""Pollen Analysis"", ""organic residue analysis"", ""Starch Analysis"", ""FTIR Analysis"", ""XRF Analysis"", ""Elemental Composition Analysis"", ""18-126"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.6067%3AXCV8448260_meta%24v%3D1553295015089,"A stone pipe fragment was recovered by Lifeways of Canada from the Junction Site (Site DkPi-2), near the junction of Hwy 2 and Crowsnest Highway, 3 km west of Fort MacLeod in southern Alberta, Canada. Given its association with other cultural materials, Lifeways of Canada suggest affiliation with the Old Women’s Phase. Lifeways of Canada submitted the stone pipe fragment to PaleoResearch for pollen, phytolith, starch, macrofloral, Fouriertransform infrared spectroscopy (FTIR), and X-ray fluorescence (XRF) elemental composition analysis.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.18739/A24F1MK0B,"Past, Present and Future States and Variations of the late Quarternary Permafrost Subsystem",ARCSS,"Past, Present and Fuuture States and Variations of the late Quarternary Permafrost Subsystem",NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.18739%2FA24F1MK0B,"Permafrost and seasonally frozen ground comprise a critically important component of the dynamic arctic terrestrial system, constituting a closely tied subsystem interacting with snow cover, vegetation, and the overlying atmosphere. This permafrost subsystem regulates the local exchange of energy, water, and materials (including carbon and nitrogen), and its influence extends beyond the arctic land to the hydrosphere and the extra-tropical climate. Furthermore, the long timescale of permafrost dynamics requires evaluation of the evolution and impacts of the subsystem on the glacial-interglacial time frame. While some recent numerical projections show rapid and widespread degradation of permafrost in response to climate change during this century, global climate system models with physically based snow and permafrost dynamics have not been fully tested, using new observationally-based evidence, for spatial and temporal variability of the subsystem under different climate conditions such as the Holocene optimum or the Last Glacial Maximum (LGM). Evaluation of the climate sensitivity to the permafrost will provide vital insight to future scenarios, especially in the Northern Hemisphere. The focus will be on three late Quaternary eras for which numerical simulations are widely performed by the collaborative efforts of the Paleoclimate Model Intercomparison Project (PMIP: i.e., the preindustrial present (0 ka, where ka = thousand years before present), mid-Holocene (6 ka), and the LGM (21ka). This project will focus on evaluating the structure and function of the permafrost subsystem under different climate conditions.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.6067:XCV8RX99T5_meta$v=1320276632352,People of the North Cascades,"c(""PaleoIndian"", ""Archaeological Overview"", ""Rock Art"", ""Chipped Stone"", ""Fauna"", ""Fire Cracked Rock"", ""Metal"", ""Wood"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.6067%3AXCV8RX99T5_meta%24v%3D1320276632352,"The mountainous lands within the North Cascades National Park Complex are the most rugged and inaccessible in the lower 48 states. This portion of the North Cascades Range remains virtually unstudied by archaeologists and ethnologists. Approximately one percent of the National Park Complex area has been surveyed, and in this area, 17 archaeological sites have been recorded on site inventory fonns. During the implementation of this study, 11 additional sites were recorded.
Review of a variety of published literature indicates that prehistoric and historic populations have inhabited mountainous environments in widespread areas around the world for many thousands of years. There is some evidence to suggest that prehistoric people used areas in today's Park Complex for at least 8,000 years. The archaeological record of prehistoric use of the North Cascades can only be understood within the contexts of regional environmental and cultural changes spanning the last 12,000 years. It is predicted that hundreds of unrecorded archaeological sites exist inside
the Park Complex boundaries. A zonal landscape classification is devised to aid in the management of prehistoric cultural resources. The six zones encompass all lands within the Park. Each zone is described according to landform, biota, archaeological sites and features, and estimated density of sites (number/km2 ). The zonal classification constitutes a nonexplanatory model of land use.
Reconnaissance level and intensive, inventory level surveys are recommended in order to find additional sites. Five sites are recommended for testing and evaluation of significance according to criteria for inclusion in the National Register of Historic Places; ten sites should be recorded in more detail; six sites should be revisited; no action is recommended for seven sites. Other recommendations are made concerning the long term management of prehistoric cultural resources in the National Park Complex.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA
doi:10.5063/AA/reedy.3.1,Photos for Argentina Presentation,"c(""Apple"", ""Cider"", ""Orchard"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FAA%2Freedy.3.1,"These are photos to be used for the orchard biodiversity presentation in Argentina. Photos are from England, Wales, Ireland, USA, and Canada.",NULL,NULL,NULL,NULL,NULL,NULL,Malus,pumila,FALSE
doi:10.5065/D6NV9G87,Phytoplankton Data Sets used in Compilation [Ashjian],"c(""Ship"", ""Biology"", ""Arctic"", ""oceans"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5065%2FD6NV9G87,"These data consist of a listing of all the data sets on chlorophyll concentration examined in Pacific Marine Arctic Regional Synthesis (PacMARS). Data include specifics on collection year and region, project, people collecting the data, and alternative source for the data. Each data set is numbered. Data sets that could not be included but that were contributed also are noted, along with the reason that they were not included. These data are provided in spreadsheet formats. Note: the data are available in the companion dataset listed below in the Related links.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5063/F1WH2N60,"Plant species diversity data on and off foundation cushion plants in BC, Canada","c(""alpine"", ""plants"", ""climate change"", ""positive interactions"", ""community composition"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FF1WH2N60,"The overarching hypothesis examined herein is that the cushion plant Silene acaulis is a foundation species that positively affects plants.

Full paper here: 
https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890/ES12-00106.1
Positive plant-plant interactions in terms of richness were detected in this study.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,Silene acaulis,FALSE
doi:10.18739/A2662V,Plot NDVI from IPY ITEX Cross Site Comparison,"c(""EARTH SCIENCE > BIOSPHERE > VEGETATION > VEGETATION INDEX"", ""EARTH REMOTE SENSING INSTRUMENTS > PASSIVE REMOTE SENSING > PHOTON/OPTICAL DETECTORS > CAMERAS > CAMERAS"", ""MANNED PERMANENT STATION"", ""MULTIPLE"", ""1 METER TO 30 METERS"", ""ANNUAL"", ""biota"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.18739%2FA2662V,"Study sites: Toolik Lake Field Station Alaska, USA 68.63 N, 149.57 W; Atqasuk, Alaska USA 70.45 N, 157.40 W; Barrow, Alaska, USA 71.30 N, 156.67 W; Latnjajaure, Sweden 68.35 N, 18.50 E; Falls Creek, Australia: Site 2-unburned 36.90 S 147.29 E; Site 3-burned 36.89 S 147.28 E. Additional sites will be added summer 2008, but the exact sites are not finalized. Purpose: Document plot Normalized Difference Vegetation Index (NDVI) for comparison of warming treatments using International Tundra Experiment (ITEX) open top chamber (OTC), for correlation with visual observation of plant phenology, and for comparison to historical phenology (1995-2002). Treatments: control and ITEX OTC warming experiment (1994-2007). Design: 5 replicates of each treatment at dry site and moist site. Sampling frequency: Once per peak season.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.18739/A2SD26,Polar Science Center Hydrographic Climatology (PHC),"c(""Arctic"", ""Oceanography"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.18739%2FA2SD26,"The climatology provides temperature and salinity data at 1X1 degree intervals for all the earth's oceans, down to a depth of 5500m, at incremental depths identical to those provided in the National Oceanographic Data Center's (NODC) World Ocean Atlas (WOA). This global climatology is the combination of NODC's 1998 world climatology (WOA), the Environmental Working Group (EWG) Arctic Ocean Atlas (AOA), and select Canadian data provided by the Bedford Institute of Oceanography (BIO). While the NODC data includes the Arctic ocean, the AOA data provides a better description of this region. Neither of these data fields provides a good representation of the Canadian Archipelago region and nearby bays in the winter months. The data from the Bedford Institute of Oceanography allowed us to bridge this data hole. These three data sets were merged using an optimal interpolation routine such that our PHC retains the high quality world description provided by the WOA while improving the Arctic with the AOA fields and Canadian data. In summary, Polar Science Center Hydrographic Climatology (PHC) = WOA (Levitus) '98 everywhere except in our arctic domain, where we have blended in the AOA field (from EWG), and the BIO data to produce a more realistic arctic region.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5063/F1ZW1HVW,Predictors of individual variation in the performance of animals in cognitive tests,"c(""meta-analysis"", ""cognition"", ""development"", ""individual differences"", ""evolution"", ""mammals"", ""birds"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FF1ZW1HVW,"This file contains data collected as part of a study that is summarized in the following publication:	
""Individual variation in cognitive performance: developmental and evolutionary perspectives"", by	
Alex Thornton & Dieter Lukas, published in Philosopohical Transactions of the Royal Society B 367: 2773-2783 (2012 http://rstb.royalsocietypublishing.org/content/367/1603/2773.short
The study was a meta-analysis investigating the factors that influence the performance of animals in cognitive testing. There are five separate datasets, all of which report data extracted from earlier publications. The file contains (i) data that formed the basis for the results presented in the paper, (ii) all data collected as part of the study, including entries with missing or unclear information that were removed before analyses, (iii) data that was collected during a preliminary study, where the variables differ from those in the final dataset, but some studies might appear in both, (iv) and (v) additional data from studies that, while listing individual performance, did not link this to further detail about the individuals.","c(""Reference"", ""type"", ""Species"", ""Individual"", ""AgeCategory"", ""Sex"", ""Born"", ""Rearing"", ""Experience"", ""SuccessfulTrials"", ""AttemptedTrials"", ""Percent"", ""Passed"", ""Reference"", ""Order"", ""Family"", ""Species"", ""Domain"", ""PS"", ""Subject_Identification"", ""Age"", ""Sex"", ""Captive"", ""Pass1_Fail0"", ""Domestication"", ""Domesticated"", ""Previous_training"", ""REF"", ""YEAR CONDUCTED"", ""LAB"", ""SPECIES"", ""SOC/PHYS"", ""TYPE"", ""QUESTION"", ""USED TOOL?"", ""GATHERED INFO"", ""DETAIL"", ""SAMPLE SIZE"", ""AGE RANGE"", ""SEX COMPOSITION"", 
""BORN"", ""REARING"", ""EXPERIENCE"", ""PROPORTION SUCCESSFUL"", ""MEAN SUCCESS RATE"", ""F/T/R STATISTIC"", ""P-VALUE"", ""COMMENTS"", ""Reference"", ""YEAR CONDUCTED"", ""LAB"", ""SPECIES"", ""SOC/PHYS"", ""TYPE"", ""SAMPLE SIZE"", ""AGE RANGE"", ""STATISTICAL RANGE"", ""SEX COMPOSITION"", ""BORN"", ""REARING"", ""EXPERIENCE"", ""VISIBLE OR INVISIBLE"", ""DETAIL"", ""PROPORTION SUCCESSFUL"", ""MEAN SUCCESS RATE"", ""F/T/R STATISTIC"", ""P-VALUE"", ""PIAGETIAN STAGE"", ""COMMENTS"", ""REF"", ""YEAR CONDUCTED"", ""LAB"", ""Common name"", ""Species"", ""SOC/PHYS"", 
""TYPE"", ""ID"", ""AGE"", ""AFR"", ""AGE CATEGORY"", ""SEX"", ""BORN"", ""REARING"", ""EXPERIENCE"", ""SUCC. TRIALS"", ""ATTEMPTED TRIALS"", ""percent correct"", ""CLASSED AS PASS?"", ""Binary Pass"")",NULL,NULL,NULL,NULL,NULL,"c(""Ara"", ""Bunopithecus"", ""Cacatua"", ""Cactospiza"", ""Callithrix"", ""Camarhynchus"", ""Canis"", ""Cebus"", ""Corvus"", ""Felis"", ""Gorilla"", ""Hylobates"", ""Leucopsa"", ""Macaca"", ""Melopsittacus"", ""Nestor"", ""Nomascus"", ""Nymphicus"", ""Octodon"", ""Oreonax"", ""Pan"", ""Pongo"", ""Psittacus"", ""Saguinus"", ""Saimiri"", ""Streptopelia"", ""Symphalangus"", ""Tursiops"")","c(""chloroptera"", ""maracana"", ""hoolock"", ""sulphurea"", ""pallida"", ""jacchus"", ""parvulus"", ""canis"", ""apella"", ""capuchinus"", ""libidinosus"", ""frugilegus"", ""moneduloides"", ""catus"", ""gorilla"", ""lar"", ""rothschildi"", ""fuscata"", ""mulatta"", ""undulatus"", ""notabilis"", ""gabriellae"", ""leucogenys"", ""hollandicus"", ""degu"", ""flavica"", ""paniscus"", ""troglodytes"", ""pygmaeus"", ""erithacus"", ""oedipus"", ""sciureus"", ""risoria"", ""syndactylus"", ""truncatus"")",FALSE
doi:10.18739/A2804XM4B,"Prehistoric Native Copper Technology in Northwest North America: Innovation, Diffusion, and Heritage","c(""copper"", ""element"", ""material analysis"", ""pxrf"")","Prehistoric Native Copper Technology in Northwest North America: Innovation, Diffusion, and Heritage",NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.18739%2FA2804XM4B,"This dataset consists of the results of compositional analysis of copper and copper allow artifacts using portable x-ray fluorescence. Though the emphasis of this study is on the use of geological native copper prior to the arrival of non-Indigenous (European) metal, the artifacts included in this study are from archaeological contexts spanning the last 2,000 years (AD 1-1900). Data is displayed in tables as weight percent with the first column showing artifact and site number. The artifacts analyzed are from Alaska, British Columbia, Yukon, Northwest Territories, and Nunavut. Included in these data are artifacts made from native copper and industrial smelted trade copper and copper alloys. The artifacts included in this dataset were accessed at the following institutions: University of Alaska Museum of the North (including some material previously accessed at the University of Alaska Anchorage), Royal British Columbia Museum, University of British Columbia Museum of Anthropology, University of Victoria, American Museum of Natural History, Canadian Museum of History, and the Prince of Wales Northern Heritage Centre. These data are currently undergoing analysis and some data are still undergoing conversion from raw data files to weight percent. Additional weight percent results will be added to this dataset once complete.","c(""sampleId"", ""MnKa1"", ""FeKa1"", ""CoKa1"", ""NiKa1"", ""CuKa1"", ""ZnKb1"", ""AsKb1"", ""PbLb1"", ""BiLb1"", ""AgKa1"", ""CdKa1"", ""SnKa1"", ""SbKa1"", ""Total"")",NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
